time,bot_id,task_id,pod_id,station_id,eta_now,t_starve,queue_budget,release_budget,slack,chosen_delay,deadline,release_policy,eta_safety_buffer,probe_success,release_reason,station_pending_items,station_busy_remaining,station_queue_work,eta_at_release,remaining_t_starve_at_release,best_future_eta_at_release,best_future_delay_at_release,eta_improvement_at_release,neighbor_count_at_decision,missing_arrival_count,queue_arrival_time,release_time,actual_arrival_time,actual_eta,arrival_error,station_idle_at_arrival,queue_wait_at_station
1468.67,Bot9,41673160,Pod74,OutputStation11,90,0,0,0,-90,0,1468.67,StationSlack,0,1,immediate_release,0,0,0,90,0,,,,1,0,1512.58,1468.67,1518.05,49.37,-40.63,1,5.47
1471.42,Bot7,41236642,Pod14,OutputStation4,68.33,0,0,0,-68.33,0,1471.42,StationSlack,0,1,immediate_release,0,0,0,68.33,0,,,,1,0,1538.1,1471.42,1543.8,72.39,4.05,1,5.7
1494.87,Bot17,12427687,Pod82,OutputStation10,60.96,0,0,0,-60.96,0,1494.87,StationSlack,0,1,immediate_release,0,0,0,60.96,0,,,,0,0,1553.02,1494.87,1558.56,63.7,2.74,1,5.54
1501.41,Bot19,64282674,Pod756,OutputStation5,73.79,0,0,0,-73.79,0,1501.41,StationSlack,0,1,immediate_release,0,0,0,73.79,0,,,,0,0,1572.19,1501.41,1577.62,76.2,2.41,1,5.43
1529,Bot12,9015953,Pod1107,OutputStation11,85,9.04,0,9.04,-75.96,0,1529,StationSlack,0,0,immediate_release,0,9.04,0,85,9.04,,,,0,0,1580.42,1529,1585.96,56.95,-28.05,1,5.54
1553.93,Bot8,60654096,Pod987,OutputStation0,54.29,0,0,0,-54.29,0,1553.93,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,1606.02,1553.93,1611.57,57.65,3.35,1,5.55
1566.18,Bot14,13264106,Pod254,OutputStation3,51.71,0,0,0,-51.71,0,1566.18,StationSlack,0,1,immediate_release,0,0,0,51.71,0,,,,0,0,1613.11,1566.18,1620.04,53.86,2.15,1,6.94
1574.3,Bot16,39404226,Pod158,OutputStation9,48.45,0,0,0,-48.45,0,1574.3,StationSlack,0,1,immediate_release,0,0,0,48.45,0,,,,0,0,1634.89,1574.3,1641.83,67.53,19.07,1,6.94
1577.16,Bot3,23176364,Pod488,OutputStation7,17.5,0,0,0,-17.5,0,1577.16,StationSlack,0,1,immediate_release,0,0,0,17.5,0,,,,0,0,1588.05,1577.16,1595.04,17.89,0.39,1,6.99
1598.42,Bot11,27681649,Pod215,OutputStation1,26.33,0,0,0,-26.33,0,1598.42,StationSlack,0,1,immediate_release,0,0,0,26.33,0,,,,0,0,1617.88,1598.42,1624.89,26.47,0.14,1,7.01
1603.75,Bot13,9151405,Pod995,OutputStation8,59.17,0,0,0,-59.17,0,1603.75,StationSlack,0,1,immediate_release,0,0,0,59.17,0,,,,0,0,1661.73,1603.75,1667.14,63.38,4.22,1,5.41
1618.71,Bot17,13841248,Pod274,OutputStation10,54.29,0,0,0,-54.29,0,1618.71,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,1670.69,1618.71,1676.1,57.39,3.1,1,5.42
1645.58,Bot9,15253786,Pod152,OutputStation11,78.96,0.91,0,0.91,-78.05,0,1645.58,StationSlack,0,1,immediate_release,0,0.91,0,78.96,0.91,,,,0,0,1723.05,1645.58,1728.48,82.9,3.94,1,5.43
1646.97,Bot1,3066349,Pod483,OutputStation2,66.41,0,0,0,-66.41,0,1646.97,StationSlack,0,1,immediate_release,0,0,0,66.41,0,,,,0,0,1716.94,1646.97,1723.91,76.94,10.53,1,6.98
1653.57,Bot5,12391035,Pod568,OutputStation6,47.04,0,0,0,-47.04,0,1653.57,StationSlack,0,1,immediate_release,0,0,0,47.04,0,,,,0,0,1698.53,1653.57,1704.09,50.52,3.48,1,5.56
1667.51,Bot3,44410452,Pod911,OutputStation7,53.79,0,0,0,-53.79,0,1667.51,StationSlack,0,1,immediate_release,0,0,0,53.79,0,,,,0,0,1724.23,1667.51,1729.65,62.14,8.35,1,5.42
1669.31,Bot19,33781570,Pod670,OutputStation5,27.63,0,0,0,-27.63,0,1669.31,StationSlack,0,1,immediate_release,0,0,0,27.63,0,,,,0,0,1692.12,1669.31,1697.52,28.21,0.58,1,5.39
1691.34,Bot14,35579976,Pod82,OutputStation3,49.67,0,0,0,-49.67,0,1691.34,StationSlack,0,1,immediate_release,0,0,0,49.67,0,,,,0,0,1736.28,1691.34,1743.41,52.07,2.4,1,7.13
1695.68,Bot16,29789724,Pod305,OutputStation9,27.71,0,0,0,-27.71,0,1695.68,StationSlack,0,1,immediate_release,0,0,0,27.71,0,,,,0,0,1716.52,1695.68,1723.53,27.85,0.14,1,7.01
1696.31,Bot12,40545941,Pod506,OutputStation11,40.41,0,0,0,-40.41,0,1696.31,StationSlack,0,1,immediate_release,0,0,0,40.41,0,,,,0,0,1734.69,1696.31,1786.5,90.2,49.78,0,51.81
1698.78,Bot8,35598682,Pod77,OutputStation0,51.54,0,0,0,-51.54,0,1698.78,StationSlack,0,1,immediate_release,0,0,0,51.54,0,,,,0,0,1757.28,1698.78,1764.4,65.62,14.08,1,7.11
1726.28,Bot11,18492716,Pod110,OutputStation1,27.67,0,0,0,-27.67,0,1726.28,StationSlack,0,1,immediate_release,0,0,0,27.67,0,,,,0,0,1748.73,1726.28,1754.12,27.84,0.17,1,5.38
1741.46,Bot7,32216717,Pod111,OutputStation4,51.12,0,0,0,-51.12,0,1741.46,StationSlack,0,1,immediate_release,0,0,0,51.12,0,,,,1,0,1788.23,1741.46,1795.19,53.73,2.61,1,6.95
1758.6,Bot5,51883273,Pod416,OutputStation6,48.54,0,0,0,-48.54,0,1758.6,StationSlack,0,1,immediate_release,0,0,0,48.54,0,,,,0,0,1805.59,1758.6,1812.72,54.12,5.58,1,7.13
1797.26,Bot14,56501691,Pod334,OutputStation3,49.83,0,0,0,-49.83,0,1797.26,StationSlack,0,1,immediate_release,0,0,0,49.83,0,,,,0,0,1844.23,1797.26,1849.63,52.38,2.55,1,5.41
1814.95,Bot19,38753177,Pod1172,OutputStation5,52.33,0,0,0,-52.33,0,1814.95,StationSlack,0,1,immediate_release,0,0,0,52.33,0,,,,0,0,1862.7,1814.95,1869.59,54.65,2.32,1,6.89
1816.09,Bot9,228438,Pod262,OutputStation11,43.33,13.1,0,13.1,-30.24,0,1816.09,StationSlack,0,0,immediate_release,1,3.1,10,43.33,13.1,,,,0,0,1848.35,1816.09,1853.8,37.71,-5.62,1,5.45
1817.96,Bot17,57138401,Pod327,OutputStation10,43.71,0,0,0,-43.71,0,1817.96,StationSlack,0,1,immediate_release,0,0,0,43.71,0,,,,0,0,1857.6,1817.96,1864.59,46.63,2.92,1,7
1849.34,Bot1,44483566,Pod44,OutputStation2,51.62,0,0,0,-51.62,0,1849.34,StationSlack,0,1,immediate_release,0,0,0,51.62,0,,,,0,0,1898.23,1849.34,1903.68,54.34,2.72,1,5.45
1855.01,Bot16,64807775,Pod337,OutputStation9,73.13,0,0,0,-73.13,0,1855.01,StationSlack,0,1,immediate_release,0,0,0,73.13,0,,,,0,0,1940.06,1855.01,1947.06,92.05,18.92,1,7
1866.58,Bot3,53262499,Pod1182,OutputStation7,54.29,0,0,0,-54.29,0,1866.58,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,1918.24,1866.58,1925.14,58.56,4.27,1,6.91
1873.26,Bot13,56319311,Pod39,OutputStation8,71.12,0,0,0,-71.12,0,1873.26,StationSlack,0,1,immediate_release,0,0,0,71.12,0,,,,0,0,1948.06,1873.26,1953.5,80.23,9.11,1,5.44
1893.22,Bot11,9600450,Pod451,OutputStation1,41.17,0,0,0,-41.17,0,1893.22,StationSlack,0,1,immediate_release,0,0,0,41.17,0,,,,0,0,1929.87,1893.22,1936.77,43.55,2.38,1,6.9
1896.97,Bot7,19295192,Pod92,OutputStation4,64.96,0,0,0,-64.96,0,1896.97,StationSlack,0,1,immediate_release,0,0,0,64.96,0,,,,0,0,1962.08,1896.97,1967.54,70.57,5.61,1,5.46
1902.16,Bot8,39439006,Pod106,OutputStation0,67.79,0,0,0,-67.79,0,1902.16,StationSlack,0,1,immediate_release,0,0,0,67.79,0,,,,0,0,1968.17,1902.16,1973.58,71.42,3.62,1,5.41
1911.64,Bot12,28442244,Pod1159,OutputStation11,75.08,0,0,0,-75.08,0,1911.64,StationSlack,0,1,immediate_release,0,0,0,75.08,0,,,,0,0,1984.66,1911.64,1990.04,78.4,3.32,1,5.38
1914.1,Bot5,55318694,Pod79,OutputStation6,39.58,0,0,0,-39.58,0,1914.1,StationSlack,0,1,immediate_release,0,0,0,39.58,0,,,,0,0,1950.61,1914.1,1956.03,41.93,2.34,1,5.42
1937.7,Bot9,28106203,Pod777,OutputStation11,58.33,0,0,0,-58.33,0,1937.7,StationSlack,0,1,immediate_release,0,0,0,58.33,0,,,,0,0,1998.67,1937.7,2037.76,100.06,41.73,0,39.09
1955.87,Bot14,16267548,Pod77,OutputStation3,47.12,0,0,0,-47.12,0,1955.87,StationSlack,0,1,immediate_release,0,0,0,47.12,0,,,,1,0,1998.67,1955.87,2005.71,49.84,2.72,1,7.04
1959.01,Bot1,47883044,Pod48,OutputStation2,32.96,0,0,0,-32.96,0,1959.01,StationSlack,0,1,immediate_release,0,0,0,32.96,0,,,,0,0,1986.61,1959.01,1992.07,33.07,0.11,1,5.47
1982.75,Bot3,2921306,Pod1171,OutputStation7,41.79,0,0,0,-41.79,0,1982.75,StationSlack,0,1,immediate_release,0,0,0,41.79,0,,,,0,0,2021.06,1982.75,2026.67,43.92,2.13,1,5.61
2001.54,Bot17,28294216,Pod585,OutputStation10,81.63,0,0,0,-81.63,0,2001.54,StationSlack,0,1,immediate_release,0,0,0,81.63,0,,,,0,0,2087.78,2001.54,2093.2,91.66,10.04,1,5.42
2002.97,Bot13,66479557,Pod72,OutputStation8,43.04,0,0,0,-43.04,0,2002.97,StationSlack,0,1,immediate_release,0,0,0,43.04,0,,,,0,0,2036.72,2002.97,2043.97,41,-2.04,1,7.25
2013.61,Bot19,15237670,Pod998,OutputStation5,66.96,0,0,0,-66.96,0,2013.61,StationSlack,0,1,immediate_release,0,0,0,66.96,0,,,,0,0,2080,2013.61,2085.52,71.9,4.95,1,5.52
2035.48,Bot5,14132624,Pod68,OutputStation6,52.33,0,0,0,-52.33,0,2035.48,StationSlack,0,1,immediate_release,0,0,0,52.33,0,,,,0,0,2084.51,2035.48,2090.06,54.59,2.25,1,5.55
2043.31,Bot16,32887389,Pod197,OutputStation9,38.96,0,0,0,-38.96,0,2043.31,StationSlack,0,1,immediate_release,0,0,0,38.96,0,,,,0,0,2078.73,2043.31,2084.24,40.93,1.97,1,5.51
2048.19,Bot14,46632853,Pod1172,OutputStation3,29.17,0,0,0,-29.17,0,2048.19,StationSlack,0,1,immediate_release,0,0,0,29.17,0,,,,0,0,2071.06,2048.19,2078.02,29.82,0.66,1,6.96
2055.11,Bot11,27551049,Pod275,OutputStation1,38.96,0,0,0,-38.96,0,2055.11,StationSlack,0,1,immediate_release,0,0,0,38.96,0,,,,0,0,2090.24,2055.11,2095.73,40.63,1.67,1,5.49
2067.65,Bot8,41831241,Pod208,OutputStation0,70.46,0,0,0,-70.46,0,2067.65,StationSlack,0,1,immediate_release,0,0,0,70.46,0,,,,0,0,2138.73,2067.65,2144.11,76.46,6,1,5.38
2087.91,Bot7,3276274,Pod584,OutputStation4,57.08,0,0,0,-57.08,0,2087.91,StationSlack,0,1,immediate_release,0,0,0,57.08,0,,,,0,0,2144.78,2087.91,2150.48,62.57,5.49,1,5.71
2112.97,Bot12,29486467,Pod135,OutputStation11,73.95,0,0,0,-73.95,0,2112.97,StationSlack,0,1,immediate_release,0,0,0,73.95,0,,,,0,0,2184.35,2112.97,2191.27,78.3,4.35,1,6.92
2115.56,Bot1,52965797,Pod641,OutputStation2,56.96,0,0,0,-56.96,0,2115.56,StationSlack,0,1,immediate_release,0,0,0,56.96,0,,,,0,0,2169.73,2115.56,2175.2,59.63,2.67,1,5.46
2135.97,Bot3,47366552,Pod43,OutputStation7,10.13,0,0,0,-10.13,0,2135.97,StationSlack,0,1,immediate_release,0,0,0,10.13,0,,,,0,0,2140.98,2135.97,2146.39,10.42,0.29,1,5.41
2143.34,Bot9,18692808,Pod670,OutputStation11,48.88,0,0,0,-48.88,0,2143.34,StationSlack,0,1,immediate_release,0,0,0,48.88,0,,,,0,0,2197.54,2143.34,2239.69,96.35,47.47,0,42.15
2147.31,Bot14,3958233,Pod81,OutputStation3,59.12,0,0,0,-59.12,0,2147.31,StationSlack,0,1,immediate_release,0,0,0,59.12,0,,,,0,0,2204.33,2147.31,2209.7,62.39,3.27,1,5.38
2149.73,Bot13,34017551,Pod971,OutputStation8,63.79,0,0,0,-63.79,0,2149.73,StationSlack,0,1,immediate_release,0,0,0,63.79,0,,,,0,0,2210.58,2149.73,2216.89,67.16,3.37,1,6.31
2157.14,Bot17,46858895,Pod741,OutputStation10,50.42,0,0,0,-50.42,0,2157.14,StationSlack,0,1,immediate_release,0,0,0,50.42,0,,,,0,0,2203.51,2157.14,2210.45,53.31,2.89,1,6.94
2197.5,Bot19,18007590,Pod106,OutputStation5,73.87,0,0,0,-73.87,0,2197.5,StationSlack,0,1,immediate_release,0,0,0,73.87,0,,,,0,0,2271.28,2197.5,2276.74,79.24,5.37,1,5.46
2216.21,Bot5,54162553,Pod943,OutputStation6,55.79,0,0,0,-55.79,0,2216.21,StationSlack,0,1,immediate_release,0,0,0,55.79,0,,,,1,0,2266.95,2216.21,2273.91,57.7,1.9,1,6.96
2239.44,Bot16,26102601,Pod1030,OutputStation9,60.37,0,0,0,-60.37,0,2239.44,StationSlack,0,1,immediate_release,0,0,0,60.37,0,,,,0,0,2315.41,2239.44,2322.34,82.9,22.53,1,6.92
2268.17,Bot7,40680699,Pod50,OutputStation4,50.33,0,0,0,-50.33,0,2268.17,StationSlack,0,1,immediate_release,0,0,0,50.33,0,,,,0,0,2315.62,2268.17,2321.12,52.95,2.62,1,5.5
2270.65,Bot8,35856572,Pod790,OutputStation0,72.92,0,0,0,-72.92,0,2270.65,StationSlack,0,1,immediate_release,0,0,0,72.92,0,,,,0,0,2341.3,2270.65,2346.84,76.19,3.28,1,5.54
2277.93,Bot1,30581972,Pod53,OutputStation2,54.29,0,0,0,-54.29,0,2277.93,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,2329.93,2277.93,2335.43,57.5,3.2,1,5.5
2279.69,Bot14,2484886,Pod72,OutputStation3,67.12,0,0,0,-67.12,0,2279.69,StationSlack,0,1,immediate_release,0,0,0,67.12,0,,,,0,0,2343.94,2279.69,2350.88,71.19,4.07,1,6.94
2295.01,Bot17,62992995,Pod99,OutputStation10,63,0,0,0,-63,0,2295.01,StationSlack,0,1,immediate_release,0,0,0,63,0,,,,1,0,2353.14,2295.01,2360.1,65.1,2.1,1,6.97
2308.75,Bot11,7280746,Pod2,OutputStation1,58.45,0,0,0,-58.45,0,2308.75,StationSlack,0,1,immediate_release,0,0,0,58.45,0,,,,0,0,2365.86,2308.75,2372.82,64.07,5.62,1,6.96
2311.88,Bot12,24600533,Pod142,OutputStation11,77.58,0,0,0,-77.58,0,2311.88,StationSlack,0,1,immediate_release,0,0,0,77.58,0,,,,0,0,2388.16,2311.88,2520.84,208.96,131.38,0,132.68
2313.83,Bot3,54996047,Pod141,OutputStation7,49.08,0,0,0,-49.08,0,2313.83,StationSlack,0,1,immediate_release,0,0,0,49.08,0,,,,0,0,2360.19,2313.83,2365.86,52.03,2.95,1,5.67
2334.34,Bot9,49202208,Pod136,OutputStation11,54.88,0,0,0,-54.88,0,2334.34,StationSlack,0,1,immediate_release,0,0,0,54.88,0,,,,0,0,2383.94,2334.34,2392.31,57.97,3.1,1,8.38
2337.41,Bot19,40166689,Pod1067,OutputStation5,54.29,0,0,0,-54.29,0,2337.41,StationSlack,0,1,immediate_release,0,0,0,54.29,0,,,,0,0,2388.53,2337.41,2393.98,56.57,2.28,1,5.44
2349.84,Bot5,22051680,Pod28,OutputStation6,58.5,0,0,0,-58.5,0,2349.84,StationSlack,0,1,immediate_release,0,0,0,58.5,0,,,,0,0,2411.71,2349.84,2417.98,68.14,9.64,1,6.27
2400.11,Bot13,41214278,Pod137,OutputStation8,57.79,0,0,0,-57.79,0,2400.11,StationSlack,0,1,immediate_release,0,0,0,57.79,0,,,,0,0,2454.87,2400.11,2460.53,60.42,2.63,1,5.66
2413.79,Bot14,19158806,Pod112,OutputStation3,31.58,0,0,0,-31.58,0,2413.79,StationSlack,0,1,immediate_release,0,0,0,31.58,0,,,,0,0,2438.65,2413.79,2447.17,33.38,1.8,1,8.52
2414.45,Bot1,21699748,Pod657,OutputStation2,61.79,0,0,0,-61.79,0,2414.45,StationSlack,0,1,immediate_release,0,0,0,61.79,0,,,,0,0,2470.68,2414.45,2479,64.55,2.76,1,8.33
2434.82,Bot8,10832760,Pod200,OutputStation0,49.82,0,0,0,-49.82,0,2434.82,StationSlack,0,1,immediate_release,0,0,0,49.82,0,,,,0,0,2479,2434.82,2486.08,51.26,1.44,1,7.08
2436.94,Bot16,41943984,Pod1192,OutputStation9,40.41,0,0,0,-40.41,0,2436.94,StationSlack,0,1,immediate_release,0,0,0,40.41,0,,,,0,0,2473.55,2436.94,2480.51,43.57,3.16,1,6.96
2439.98,Bot17,27030064,Pod935,OutputStation10,45.79,0,0,0,-45.79,0,2439.98,StationSlack,0,1,immediate_release,0,0,0,45.79,0,,,,0,0,2481.35,2439.98,2488.28,48.3,2.51,1,6.93
2466.91,Bot19,5038380,Pod155,OutputStation5,51.04,0,0,0,-51.04,0,2466.91,StationSlack,0,1,immediate_release,0,0,0,51.04,0,,,,0,0,2515.55,2466.91,2520.97,54.06,3.02,1,5.43
2467.73,Bot7,30385981,Pod79,OutputStation4,69.75,0,0,0,-69.75,0,2467.73,StationSlack,0,1,immediate_release,0,0,0,69.75,0,,,,0,0,2540.58,2467.73,2546.1,78.37,8.62,1,5.52
2493.21,Bot5,41251652,Pod301,OutputStation6,30.96,0,0,0,-30.96,0,2493.21,StationSlack,0,1,immediate_release,0,0,0,30.96,0,,,,0,0,2518.84,2493.21,2524.27,31.06,0.1,1,5.43
2508.28,Bot11,49846585,Pod121,OutputStation1,67.79,0,0,0,-67.79,0,2508.28,StationSlack,0,1,immediate_release,0,0,0,67.79,0,,,,0,0,2576.5,2508.28,2581.97,73.69,5.9,1,5.47
2511,Bot3,45966083,Pod126,OutputStation7,74.38,0,0,0,-74.38,0,2511,StationSlack,0,1,immediate_release,0,0,0,74.38,0,,,,0,0,2582.6,2511,2589.55,78.55,4.18,1,6.96
2523.58,Bot13,35720550,Pod99,OutputStation8,50.5,0,0,0,-50.5,0,2523.58,StationSlack,0,1,immediate_release,0,0,0,50.5,0,,,,0,0,2591.97,2523.58,2597.71,74.13,23.63,1,5.74
2536.64,Bot8,22102229,Pod235,OutputStation0,45.83,0,0,0,-45.83,0,2536.64,StationSlack,0,1,immediate_release,0,0,0,45.83,0,,,,0,0,2573.45,2536.64,2580.4,43.76,-2.07,1,6.94
2540.95,Bot1,64702333,Pod82,OutputStation2,35.16,0,0,0,-35.16,0,2540.95,StationSlack,0,1,immediate_release,0,0,0,35.16,0,,,,0,0,2569.54,2540.95,2577.91,36.96,1.8,1,8.37
2555.99,Bot14,10165751,Pod137,OutputStation3,60.25,0,0,0,-60.25,0,2555.99,StationSlack,0,1,immediate_release,0,0,0,60.25,0,,,,0,0,2610.16,2555.99,2615.67,59.68,-0.57,1,5.51
2591.6,Bot9,52607785,Pod140,OutputStation11,65,0,0,0,-65,0,2591.6,StationSlack,0,1,immediate_release,0,0,0,65,0,,,,0,0,2655.01,2591.6,2660.4,68.8,3.8,1,5.39
2610.16,Bot5,51678398,Pod8,OutputStation6,44.45,0,0,0,-44.45,0,2610.16,StationSlack,0,1,immediate_release,0,0,0,44.45,0,,,,0,0,2649.96,2610.16,2655.4,45.23,0.78,1,5.44
2616.43,Bot17,9561011,Pod784,OutputStation10,71.54,0,0,0,-71.54,0,2616.43,StationSlack,0,1,immediate_release,0,0,0,71.54,0,,,,0,0,2685.54,2616.43,2691.05,74.62,3.08,1,5.51
2627.31,Bot19,50481286,Pod162,OutputStation5,68.38,0,0,0,-68.38,0,2627.31,StationSlack,0,1,immediate_release,0,0,0,68.38,0,,,,0,0,2712.11,2627.31,2717.74,90.43,22.06,1,5.63
2632.67,Bot12,27488663,Pod36,OutputStation11,77.91,0,0,0,-77.91,0,2632.67,StationSlack,0,1,immediate_release,0,0,0,77.91,0,,,,0,0,2709.82,2632.67,2715.21,82.54,4.63,1,5.4
2644.26,Bot7,14010408,Pod265,OutputStation4,60.96,0,0,0,-60.96,0,2644.26,StationSlack,0,1,immediate_release,0,0,0,60.96,0,,,,0,0,2701.32,2644.26,2706.99,62.73,1.77,1,5.67
2655.89,Bot13,24013900,Pod372,OutputStation8,27.75,0,0,0,-27.75,0,2655.89,StationSlack,0,1,immediate_release,0,0,0,27.75,0,,,,0,0,2678.18,2655.89,2683.91,28.02,0.27,1,5.73
2670.48,Bot8,5836323,Pod259,OutputStation0,75.25,0,0,0,-75.25,0,2670.48,StationSlack,0,1,immediate_release,0,0,0,75.25,0,,,,0,0,2747.87,2670.48,2755.02,84.55,9.3,1,7.15
2675.02,Bot3,26821252,Pod181,OutputStation7,62.25,0,0,0,-62.25,0,2675.02,StationSlack,0,1,immediate_release,0,0,0,62.25,0,,,,0,0,2734.2,2675.02,2741.16,66.14,3.89,1,6.96
2677.07,Bot1,34687669,Pod155,OutputStation2,33.75,0,0,0,-33.75,0,2677.07,StationSlack,0,1,immediate_release,0,0,0,33.75,0,,,,0,0,2704.41,2677.07,2712.84,35.77,2.03,1,8.43
2687.36,Bot14,63972369,Pod81,OutputStation3,35.79,0,0,0,-35.79,0,2687.36,StationSlack,0,1,immediate_release,0,0,0,35.79,0,,,,0,0,2717.12,2687.36,2725.66,38.3,2.51,1,8.54
2694.78,Bot11,50697487,Pod706,OutputStation1,60.29,0,0,0,-60.29,0,2694.78,StationSlack,0,1,immediate_release,0,0,0,60.29,0,,,,0,0,2750.49,2694.78,2758.86,64.08,3.79,1,8.37
2704.87,Bot9,38880413,Pod525,OutputStation11,90,0,0,0,-90,0,2704.87,StationSlack,0,1,immediate_release,0,0,0,90,0,,,,0,0,2731.01,2704.87,2793.02,88.15,-1.85,0,62.01
2737.68,Bot16,21681426,Pod28,OutputStation9,55.08,0,0,0,-55.08,0,2737.68,StationSlack,0,1,immediate_release,0,0,0,55.08,0,,,,0,0,2795.85,2737.68,2801.23,63.55,8.47,1,5.38
2744,Bot5,55316967,Pod118,OutputStation6,56.96,0,0,0,-56.96,0,2744,StationSlack,0,1,immediate_release,0,0,0,56.96,0,,,,0,0,2798.11,2744,2803.52,59.52,2.56,1,5.4
2755.07,Bot13,60915111,Pod121,OutputStation8,63.7,0,0,0,-63.7,0,2755.07,StationSlack,0,1,immediate_release,0,0,0,63.7,0,,,,0,0,2816.9,2755.07,2823.13,68.07,4.36,1,6.23
2765.76,Bot19,6871729,Pod377,OutputStation5,46.41,0,0,0,-46.41,0,2765.76,StationSlack,0,1,immediate_release,0,0,0,46.41,0,,,,0,0,2809.45,2765.76,2815.07,49.31,2.9,1,5.63
2798.48,Bot17,64050088,Pod8,OutputStation10,26.33,0,0,0,-26.33,0,2798.48,StationSlack,0,1,immediate_release,0,0,0,26.33,0,,,,0,0,2817.67,2798.48,2824.98,26.5,0.16,1,7.31
2822.3,Bot8,64031004,Pod1,OutputStation0,53.63,0,0,0,-53.63,0,2822.3,StationSlack,0,1,immediate_release,0,0,0,53.63,0,,,,0,0,2871.26,2822.3,2878.37,56.07,2.45,1,7.11
2823.22,Bot14,11122970,Pod1107,OutputStation3,77.13,0,0,0,-77.13,0,2823.22,StationSlack,0,1,immediate_release,0,0,0,77.13,0,,,,0,0,2903.66,2823.22,2909.13,85.91,8.79,1,5.47
2824.63,Bot7,43005435,Pod197,OutputStation4,70.29,0,0,0,-70.29,0,2824.63,StationSlack,0,1,immediate_release,0,0,0,70.29,0,,,,0,0,2893.8,2824.63,2899.41,74.79,4.49,1,5.62
2863.4,Bot1,32793969,Pod644,OutputStation2,52.38,0,0,0,-52.38,0,2863.4,StationSlack,0,1,immediate_release,0,0,0,52.38,0,,,,0,0,2911.4,2863.4,2918.64,55.23,2.86,1,7.24
2869.01,Bot12,40926476,Pod259,OutputStation11,153.33,16.71,0,16.71,-136.62,0,2869.01,StationSlack,0,0,immediate_release,1,6.71,10,153.33,16.71,,,,0,0,2940.16,2869.01,2945.61,76.6,-76.73,1,5.45
2878.01,Bot5,49986954,Pod261,OutputStation6,32.92,0,0,0,-32.92,0,2878.01,StationSlack,0,1,immediate_release,0,0,0,32.92,0,,,,0,0,2905.18,2878.01,2911.01,33.01,0.09,1,5.84
2892.85,Bot3,3392477,Pod277,OutputStation7,44.29,0,0,0,-44.29,0,2892.85,StationSlack,0,1,immediate_release,0,0,0,44.29,0,,,,0,0,2935.42,2892.85,2940.97,48.13,3.83,1,5.55
2895.01,Bot13,9543622,Pod61,OutputStation8,47.79,0,0,0,-47.79,0,2895.01,StationSlack,0,1,immediate_release,0,0,0,47.79,0,,,,0,0,2941.75,2895.01,2948.83,53.81,6.02,1,7.08
2896,Bot17,52614321,Pod118,OutputStation10,15.5,0,0,0,-15.5,0,2896,StationSlack,0,1,immediate_release,0,0,0,15.5,0,,,,0,0,2905.6,2896,2912.51,16.52,1.02,1,6.92
2913.62,Bot16,64200305,Pod117,OutputStation9,49.91,0,0,0,-49.91,0,2913.62,StationSlack,0,1,immediate_release,0,0,0,49.91,0,,,,0,0,2959.29,2913.62,2966.36,52.74,2.83,1,7.08
2923.04,Bot19,29502988,Pod235,OutputStation5,60.46,0,0,0,-60.46,0,2923.04,StationSlack,0,1,immediate_release,0,0,0,60.46,0,,,,0,0,2980.15,2923.04,2985.81,62.77,2.31,1,5.66
2924.94,Bot8,40931838,Pod756,OutputStation0,35,0,0,0,-35,0,2924.94,StationSlack,0,1,immediate_release,0,0,0,35,0,,,,0,0,2953.43,2924.94,2961.75,36.81,1.81,1,8.32
2930.37,Bot11,33901581,Pod995,OutputStation1,55.71,0,0,0,-55.71,0,2930.37,StationSlack,0,1,immediate_release,0,0,0,55.71,0,,,,0,0,2981.31,2930.37,2988.6,58.23,2.52,1,7.28
2965.17,Bot5,817002,Pod741,OutputStation6,46.92,0,0,0,-46.92,0,2965.17,StationSlack,0,1,immediate_release,0,0,0,46.92,0,,,,0,0,3009.61,2965.17,3015.24,50.06,3.15,1,5.62
2971.57,Bot14,58723991,Pod88,OutputStation3,44.92,0,0,0,-44.92,0,2971.57,StationSlack,0,1,immediate_release,0,0,0,44.92,0,,,,0,0,3012.67,2971.57,3018.08,46.51,1.59,1,5.4
2976.52,Bot17,7353023,Pod25,OutputStation10,56.96,0,0,0,-56.96,0,2976.52,StationSlack,0,1,immediate_release,0,0,0,56.96,0,,,,0,0,3030.42,2976.52,3035.85,59.33,2.37,1,5.43
2979.73,Bot9,58411349,Pod1,OutputStation11,77.63,0,0,0,-77.63,0,2979.73,StationSlack,0,1,immediate_release,0,0,0,77.63,0,,,,0,0,3067.31,2979.73,3072.81,93.08,15.46,1,5.5
3000.29,Bot3,12519366,Pod10,OutputStation7,39.7,0,0,0,-39.7,0,3000.29,StationSlack,0,1,immediate_release,0,0,0,39.7,0,,,,0,0,3035.85,3000.29,3042.81,42.53,2.82,1,6.96
3004.27,Bot7,66177211,Pod195,OutputStation4,61.71,0,0,0,-61.71,0,3004.27,StationSlack,0,1,immediate_release,0,0,0,61.71,0,,,,0,0,3079.38,3004.27,3084.8,80.53,18.82,1,5.42
